eval_id,claim,true_label,source_type
558,Washing hands reduces spread of bacteria and viruses,reliable,blog
559,Intermittent fasting may improve some health markers,uncertain,forum
560,Eating fruits and vegetables supports immunity,reliable,blog
561,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
562,Regular sleep supports brain function,reliable,tiktok
563,ginger tea cures all diseases,myth,social_media
564,Eating fruits and vegetables supports immunity,reliable,social_media
565,Drinking only juice detoxes the body completely,myth,blog
566,Regular sleep supports brain function,reliable,forum
567,Washing hands reduces spread of bacteria and viruses,reliable,forum
568,Vaccination reduces risk of infectious diseases,reliable,medical_source
569,Drinking only juice detoxes the body completely,myth,forum
570,Certain herbal remedies may reduce stress,uncertain,health_journal
571,Drinking only juice detoxes the body completely,myth,social_media
572,Vaccination reduces risk of infectious diseases,reliable,health_journal
573,Exercise helps maintain cardiovascular health,reliable,health_journal
574,Vaccines permanently weaken the immune system,myth,blog
575,ginger tea could help with digestion,uncertain,medical_source
576,Drinking only juice detoxes the body completely,myth,social_media
577,Drinking only juice detoxes the body completely,myth,youtube
578,Vaccination reduces risk of infectious diseases,reliable,tiktok
579,Exercise helps maintain cardiovascular health,reliable,forum
580,Intermittent fasting may improve some health markers,uncertain,medical_source
581,garlic may help improve concentration,uncertain,health_journal
582,garlic could help with digestion,uncertain,medical_source
583,Eating fruits and vegetables supports immunity,reliable,medical_source
584,Eating fruits and vegetables supports immunity,reliable,health_journal
585,honey may help improve concentration,uncertain,medical_source
586,Exercise helps maintain cardiovascular health,reliable,social_media
587,apple cider vinegar instantly lowers blood sugar,myth,health_journal
588,turmeric could help with digestion,uncertain,health_journal
589,Vaccination reduces risk of infectious diseases,reliable,tiktok
590,lemon water may help improve concentration,uncertain,social_media
591,apple cider vinegar may help improve concentration,uncertain,youtube
592,Vaccination reduces risk of infectious diseases,reliable,tiktok
593,Regular sleep supports brain function,reliable,forum
594,Washing hands reduces spread of bacteria and viruses,reliable,social_media
595,Vaccines permanently weaken the immune system,myth,forum
596,Eating fruits and vegetables supports immunity,reliable,tiktok
597,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
598,Doctors hide natural cures from patients,myth,medical_source
599,Doctors hide natural cures from patients,myth,youtube
600,Doctors hide natural cures from patients,myth,blog
601,Vaccines permanently weaken the immune system,myth,medical_source
602,Intermittent fasting may improve some health markers,uncertain,blog
603,apple cider vinegar could help with digestion,uncertain,tiktok
604,Vaccination reduces risk of infectious diseases,reliable,medical_source
605,Doctors hide natural cures from patients,myth,health_journal
606,Vaccines permanently weaken the immune system,myth,tiktok
607,Intermittent fasting may improve some health markers,uncertain,forum
608,Eating fruits and vegetables supports immunity,reliable,tiktok
609,Exercise helps maintain cardiovascular health,reliable,social_media
610,turmeric could help with digestion,uncertain,medical_source
611,Exercise helps maintain cardiovascular health,reliable,social_media
612,Vaccination reduces risk of infectious diseases,reliable,health_journal
613,honey may help improve concentration,uncertain,social_media
614,Doctors hide natural cures from patients,myth,social_media
615,Green tea might support metabolism,uncertain,medical_source
616,Washing hands reduces spread of bacteria and viruses,reliable,social_media
617,honey may help improve concentration,uncertain,youtube
618,turmeric may help improve concentration,uncertain,social_media
619,Doctors hide natural cures from patients,myth,health_journal
620,Eating fruits and vegetables supports immunity,reliable,tiktok
621,Certain herbal remedies may reduce stress,uncertain,tiktok
622,ginger tea could help with digestion,uncertain,youtube
623,Regular sleep supports brain function,reliable,social_media
624,Vaccination reduces risk of infectious diseases,reliable,youtube
625,Vaccines permanently weaken the immune system,myth,social_media
626,Eating fruits and vegetables supports immunity,reliable,health_journal
627,Green tea might support metabolism,uncertain,tiktok
628,lemon water could help with digestion,uncertain,health_journal
629,green tea cures all diseases,myth,blog
630,ginger tea could help with digestion,uncertain,health_journal
631,ginger tea cures all diseases,myth,forum
632,Green tea might support metabolism,uncertain,youtube
633,Drinking only juice detoxes the body completely,myth,social_media
634,Exercise helps maintain cardiovascular health,reliable,blog
635,Eating fruits and vegetables supports immunity,reliable,medical_source
636,Green tea might support metabolism,uncertain,medical_source
637,turmeric could help with digestion,uncertain,blog
638,Vaccination reduces risk of infectious diseases,reliable,health_journal
639,Vaccines permanently weaken the immune system,myth,medical_source
640,Washing hands reduces spread of bacteria and viruses,reliable,social_media
641,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
642,Eating fruits and vegetables supports immunity,reliable,social_media
643,Vaccination reduces risk of infectious diseases,reliable,youtube
644,Exercise helps maintain cardiovascular health,reliable,youtube
645,Regular sleep supports brain function,reliable,youtube
646,Drinking only juice detoxes the body completely,myth,youtube
647,Eating fruits and vegetables supports immunity,reliable,blog
648,honey could help with digestion,uncertain,blog
649,Vaccines permanently weaken the immune system,myth,blog
650,Doctors hide natural cures from patients,myth,forum
651,ginger tea may help improve concentration,uncertain,social_media
652,garlic may help improve concentration,uncertain,medical_source
653,turmeric could help with digestion,uncertain,youtube
654,garlic cures all diseases,myth,health_journal
655,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
656,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
657,Eating fruits and vegetables supports immunity,reliable,tiktok
658,Certain herbal remedies may reduce stress,uncertain,social_media
659,Vaccination reduces risk of infectious diseases,reliable,tiktok
660,Certain herbal remedies may reduce stress,uncertain,forum
661,Doctors hide natural cures from patients,myth,social_media
662,Vaccination reduces risk of infectious diseases,reliable,youtube
663,honey cures all diseases,myth,health_journal
664,Vaccination reduces risk of infectious diseases,reliable,forum
665,Certain herbal remedies may reduce stress,uncertain,social_media
666,green tea cures all diseases,myth,health_journal
667,Regular sleep supports brain function,reliable,tiktok
668,Green tea might support metabolism,uncertain,tiktok
669,Drinking only juice detoxes the body completely,myth,health_journal
670,turmeric could help with digestion,uncertain,social_media
671,Washing hands reduces spread of bacteria and viruses,reliable,blog
672,Green tea might support metabolism,uncertain,tiktok
673,Exercise helps maintain cardiovascular health,reliable,social_media
674,lemon water instantly lowers blood sugar,myth,blog
675,Drinking only juice detoxes the body completely,myth,medical_source
676,ginger tea instantly lowers blood sugar,myth,tiktok
677,garlic may help improve concentration,uncertain,social_media
678,lemon water could help with digestion,uncertain,blog
679,Green tea might support metabolism,uncertain,youtube
680,Drinking only juice detoxes the body completely,myth,medical_source
681,Vaccines permanently weaken the immune system,myth,forum
682,honey may help improve concentration,uncertain,forum
683,apple cider vinegar instantly lowers blood sugar,myth,tiktok
684,turmeric may help improve concentration,uncertain,blog
685,honey may help improve concentration,uncertain,medical_source
686,Vaccination reduces risk of infectious diseases,reliable,health_journal
687,Intermittent fasting may improve some health markers,uncertain,youtube
688,Exercise helps maintain cardiovascular health,reliable,social_media
689,Drinking only juice detoxes the body completely,myth,blog
690,Exercise helps maintain cardiovascular health,reliable,forum
691,Drinking only juice detoxes the body completely,myth,youtube
692,Green tea might support metabolism,uncertain,youtube
693,lemon water could help with digestion,uncertain,blog
694,Doctors hide natural cures from patients,myth,tiktok
695,turmeric cures all diseases,myth,medical_source
696,turmeric instantly lowers blood sugar,myth,social_media
